,Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2124,2014,Skin Trade,39.05,183,below_avg,"Thriller, Action, Drama"
2125,2004,Kill Bill: Vol. 2,39.02,11494,popular,"Action, Crime, Thriller"
2126,2020,The Boss Baby: Get That Baby!,39.02,40,average,"Comedy, Family, Animation"
2127,1988,Beetlejuice,39.0,5302,popular,"Fantasy, Comedy"
2128,1990,Leatherface: The Texas Chainsaw Massacre III,38.99,355,not_popular,Horror
2129,2017,The Outlaws,38.96,168,popular,"Crime, Action"
2130,1991,The Last Boy Scout,38.96,1403,average,"Action, Thriller"
2131,2005,Green Street Hooligans,38.94,1866,popular,"Crime, Drama"
2132,2007,Live Free or Die Hard,38.91,4732,average,"Action, Thriller"
2133,2018,I Can Only Imagine,38.89,358,popular,"Music, Drama"
2134,2015,Trainwreck,38.89,2257,not_popular,"Comedy, Romance"
2135,2009,Superman/Batman: Public Enemies,38.86,476,average,"Science Fiction, Animation, Action, Adventure, Family"
2136,2019,The Irishman,38.84,5246,popular,"Crime, Drama, History"
2137,2007,Barbie Fairytopia: Magic of the Rainbow,38.84,343,average,"Animation, Family, Fantasy, Romance"
2138,2007,Hitman,38.83,2621,below_avg,"Action, Thriller, Drama"
2139,2020,Sky Sharks,38.82,54,not_popular,"Horror, Science Fiction, Comedy"
2140,2021,Finding You,38.81,45,below_avg,"Romance, Drama"
2141,2013,The Wind Rises,38.79,2179,popular,"Family, Drama, Animation, War, History, Romance"
2142,2012,Barbie: The Princess & The Popstar,38.79,469,average,"Family, Animation"
2143,2008,Sex Drive,38.74,1011,below_avg,"Comedy, Adventure, Romance"
2144,1991,Double Impact,38.74,763,below_avg,"Thriller, Action, Crime, Drama"
2145,1989,Dead Poets Society,38.74,8927,popular,Drama
2146,2016,Star Trek Beyond,38.74,5645,average,"Action, Adventure, Science Fiction"
2147,2021,Sugar Daddy,38.73,22,below_avg,Drama
2148,2003,Charlie's Angels: Full Throttle,38.72,2508,not_popular,"Action, Adventure, Comedy"
2149,2006,Bambi II,38.7,784,below_avg,"Animation, Drama, Family"
2150,2012,ParaNorman,38.65,2035,average,"Family, Animation, Adventure, Comedy"
2151,2000,Batman Beyond: Return of the Joker,38.65,693,popular,"Animation, Family, Action, Science Fiction"
2152,2020,Invasion,38.64,616,average,"Science Fiction, Drama, Romance, Action"
2153,2021,A House on the Bayou,38.63,24,not_popular,"Horror, Thriller"
2154,2008,Journey to the Center of the Earth,38.63,3964,below_avg,"Action, Science Fiction, Adventure, Comedy, Family"
2155,1984,Friday the 13th: The Final Chapter,38.61,940,below_avg,Horror
2156,2008,Horton Hears a Who!,38.57,2670,below_avg,"Animation, Comedy, Family, Adventure, Fantasy"
2157,2005,War of the Worlds,38.55,6742,below_avg,"Adventure, Thriller, Science Fiction"
2158,2017,How to Be a Latin Lover,38.54,520,average,Comedy
2159,1994,The Return of Jafar,38.52,2381,below_avg,"Family, Adventure, Animation, Romance"
2160,1995,Die Hard: With a Vengeance,38.52,4898,popular,"Action, Thriller"
2161,2019,Lego DC Batman: Family Matters,38.52,98,average,"Animation, Family, Action, Comedy"
2162,1962,Dr. No,38.5,2717,average,"Adventure, Action, Thriller"
2163,2020,Underwater,38.49,2358,below_avg,"Action, Horror, Science Fiction, Thriller"
2164,2010,High School,38.45,111,not_popular,Comedy
2165,2010,From Paris with Love,38.44,1587,below_avg,"Action, Crime, Thriller"
2166,2015,Superfast!,38.42,286,not_popular,"Comedy, Action"
2167,2017,The Ash Lad: In the Hall of the Mountain King,38.42,218,average,"Adventure, Fantasy"
2168,2010,A Nightmare on Elm Street,38.4,2187,not_popular,"Horror, Mystery, Thriller"
2169,2017,Time Trap,38.39,762,below_avg,"Science Fiction, Adventure"
2170,2016,The Girl on the Train,38.36,4942,below_avg,"Crime, Drama, Mystery, Thriller"
2171,2018,Euphoria,38.36,179,below_avg,Drama
2172,2021,Fever Dream,38.34,83,below_avg,"Thriller, Drama, Mystery, Horror"
2173,1989,Friday the 13th Part VIII: Jason Takes Manhattan,38.33,734,not_popular,"Horror, Thriller"
2174,2013,"Love, Chunibyo & Other Delusions! Rikka Version",38.31,59,average,"Comedy, Animation, Drama, Romance"
2175,2013,Planes,38.3,1335,not_popular,"Animation, Family, Adventure, Comedy"
2176,2021,Yes Day,38.29,798,average,"Comedy, Family"
2177,2020,Spell,38.26,260,below_avg,"Thriller, Horror"
2178,2020,The Owners,38.26,231,not_popular,"Thriller, Horror"
2179,2017,The Irregular at Magic High School: The Girl Who Summons the Stars,38.26,36,below_avg,"Science Fiction, Action, Animation, Fantasy"
2180,2014,Big Game,38.26,943,not_popular,"Action, Adventure, Thriller"
2181,2014,Son of God,38.25,227,average,Drama
2182,2004,Blade: Trinity,38.25,3101,not_popular,"Action, Horror, Fantasy"
2183,2006,Nacho Libre,38.23,1217,below_avg,"Comedy, Family"
2184,2016,The Last King,38.22,190,not_popular,"Action, Adventure, Drama, History"
2185,2018,Godzilla: The Planet Eater,38.22,219,below_avg,"Animation, Science Fiction, Action, Adventure, Fantasy"
2186,2022,The Contractor,38.13,2,not_popular,"Action, Thriller"
2187,2013,Epic,38.13,2274,below_avg,"Animation, Adventure, Family, Fantasy"
2188,2021,Toys of Terror,38.13,4,below_avg,Horror
2189,2013,Assault on Wall Street,38.11,382,not_popular,"Drama, Thriller, Action"
2190,2019,Child's Play,38.1,1507,below_avg,Horror
2191,2012,A Werewolf Boy,38.07,199,popular,"Romance, Fantasy"
2192,2007,The Secret of the Magic Gourd,38.07,86,popular,"Drama, Family, Fantasy"
2193,2020,LEGO Hidden Side: Night of the Harbinger,38.07,3,not_popular,Animation
2194,2016,Phantom of the Kill: Zero's Rebellion,38.02,4,average,"Action, Adventure, Animation, Fantasy, Mystery"
2195,2008,The Happening,38.01,2725,not_popular,"Thriller, Science Fiction"
2196,2020,461 Days of Bento: A Promise Between Father and Son,38.0,2,not_popular,"Drama, Family"
2197,1996,Aladdin and the King of Thieves,37.97,1550,below_avg,"Adventure, Animation, Family"
2198,2019,Sweetheart,37.97,236,below_avg,"Horror, Thriller"
2199,1995,The Return of the Texas Chainsaw Massacre,37.96,399,not_popular,Horror
2200,2016,Don't Kill It,37.94,160,below_avg,"Fantasy, Horror"
2201,2001,Enemy at the Gates,37.94,2763,popular,"Drama, War, History"
2202,2010,Scooby-Doo! Curse of the Lake Monster,37.94,396,below_avg,"Mystery, Fantasy, Comedy, Adventure"
2203,2012,Iron Sky,37.94,1274,not_popular,"Action, Comedy, Science Fiction"
2204,1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,37.91,1351,not_popular,Horror
2205,2008,You Don't Mess with the Zohan,37.9,2997,not_popular,"Comedy, Action"
2206,2021,The Most Beautiful Boy in the World,37.9,17,popular,Documentary
2207,2004,AVP: Alien vs. Predator,37.87,3415,not_popular,"Adventure, Science Fiction, Action, Horror"
2208,2021,The Sadness,37.87,17,below_avg,"Thriller, Horror"
2209,2010,Unthinkable,37.86,918,average,"Drama, Thriller"
2210,2013,The Great Gatsby,37.85,10285,popular,"Drama, Romance"
2211,2006,Big Momma's House 2,37.82,1281,not_popular,"Comedy, Crime"
2212,2020,The Unfamiliar,37.81,66,below_avg,"Thriller, Horror"
2213,2011,Ice Age: A Mammoth Christmas,37.81,508,below_avg,"Animation, Family, TV Movie"
2214,2007,5 Centimeters per Second,37.81,1449,popular,"Animation, Drama, Romance"
2215,2018,Inuyashiki,37.8,108,popular,"Action, Adventure, Science Fiction, Fantasy"
2216,2018,Death Wish,37.79,2104,below_avg,"Action, Crime, Drama, Thriller"
2217,2009,I Give My First Love to You,37.79,80,popular,"Drama, Comedy, Romance"
2218,2016,In This Corner of the World,37.79,432,popular,"Drama, Animation, Romance, War, History"
2219,2017,Daytime Shooting Star,37.79,52,popular,Romance
2220,1981,The Howling,37.78,530,below_avg,Horror
2221,2003,The Last Samurai,37.76,5462,popular,"Drama, Action, War, History"
2222,2008,Meet the Spartans,37.75,1291,not_popular,Comedy
2223,1991,Paprika,37.71,267,average,Drama
2224,2019,The Lighthouse,37.68,3225,popular,"Drama, Fantasy, Thriller, Horror"
2225,2004,Anacondas: The Hunt for the Blood Orchid,37.68,713,not_popular,"Adventure, Action, Horror, Thriller"
2226,2008,Outlander,37.66,961,below_avg,"Fantasy, Action, Science Fiction"
2227,2019,Charlie's Angels,37.66,2381,average,"Action, Adventure, Comedy, Science Fiction"
2228,2016,Mine,37.64,1075,average,Thriller
2229,1982,"Love, Strange Love",37.62,35,not_popular,Drama
2230,2020,The Empty Man,37.61,380,below_avg,"Horror, Mystery, Thriller"
2231,2019,Dumbo,37.6,3709,average,"Family, Fantasy, Adventure"
2232,1963,From Russia with Love,37.6,2220,average,"Action, Thriller, Adventure"
2233,1990,Rocky V,37.6,2424,not_popular,Drama
2234,2021,The Tragedy of Macbeth,37.58,312,average,"Drama, War"
2235,2010,Bleach the Movie: Hell Verse,37.58,116,popular,"Action, Animation, Fantasy, Adventure"
2236,2021,Cry Macho,37.57,541,below_avg,"Western, Drama"
2237,1993,Free Willy,37.56,1430,below_avg,"Family, Adventure, Drama"
2238,2013,Odnoklassniki.ru: The Magic Laptop,37.54,15,not_popular,"Comedy, Romance"
2239,1988,Halloween 4: The Return of Michael Myers,37.54,1110,below_avg,"Horror, Thriller"
2240,2012,Sinister,37.53,4293,average,"Horror, Thriller, Mystery"
2241,2002,Blade II,37.53,3753,below_avg,"Fantasy, Horror, Action, Thriller"
2242,2021,C'mon C'mon,37.49,140,popular,Drama
2243,2005,The Ring Two,37.48,1843,not_popular,"Drama, Horror, Thriller"
2244,1999,Sleepy Hollow,37.44,5399,average,"Drama, Fantasy, Thriller, Mystery, Horror"
2245,2002,The Hot Chick,37.44,1549,below_avg,"Comedy, Fantasy"
2246,2020,Brahms: The Boy II,37.42,967,below_avg,"Horror, Mystery, Thriller"
2247,2017,Escape Room,37.41,147,not_popular,"Horror, Thriller, Fantasy"
2248,2004,The Punisher,37.4,2180,below_avg,"Action, Crime, Drama"
2249,1995,Twelve Monkeys,37.4,6721,popular,"Science Fiction, Thriller, Mystery"
2250,2002,Die Another Day,37.39,2776,not_popular,"Adventure, Action, Thriller"
2251,2000,Men of Honor,37.37,1717,popular,Drama
2252,1980,The Empire Strikes Back,37.37,13926,popular,"Adventure, Action, Science Fiction"
2253,2017,Teen Titans: The Judas Contract,37.36,521,popular,"Science Fiction, Animation, Action"
2254,2016,Lion,37.36,5626,popular,Drama
2255,2006,Codename: Kids Next Door - Operation Z.E.R.O.,37.35,105,popular,"Animation, Science Fiction, TV Movie"
2256,2019,Iron Mask,37.32,280,below_avg,"Adventure, Fantasy"
2257,2007,Big Stan,37.32,600,below_avg,Comedy
2258,2015,Everest,37.3,4081,average,"Drama, Adventure, History"
2259,2014,Ouija,37.24,2300,not_popular,Horror
2260,2010,A Serbian Film,37.19,1417,not_popular,"Crime, Horror, Thriller"
2261,2020,Antebellum,37.19,663,below_avg,Horror
2262,2021,Kimetsu no Yaiba Orchestra Concert,37.18,1,not_popular,Music
2263,2013,Bayonetta: Bloody Fate,37.15,66,below_avg,"Animation, Action, Fantasy"
2264,2011,Hostel: Part III,37.14,859,not_popular,Horror
2265,2008,The Babysitters,37.12,324,not_popular,Drama
2266,2019,The Dude in Me,37.12,81,popular,"Fantasy, Comedy"
2267,2020,Books of Blood,37.09,227,average,"Horror, Science Fiction"
2268,2020,What Lies Below,37.08,106,not_popular,"Horror, Mystery, Thriller, Science Fiction"
2269,2014,The Rover,37.08,732,below_avg,"Crime, Drama"
2270,1995,Species,37.08,1225,not_popular,"Science Fiction, Horror, Action"
2271,2021,A Week Away,37.07,276,average,"Drama, Family, Music, Romance"
2272,2014,The Loft,37.07,1200,below_avg,Thriller
2273,2019,Good Boys,37.07,1427,average,Comedy
2274,2005,Semen Demon,37.03,10,below_avg,"Horror, Fantasy"
2275,2009,Transformers: Revenge of the Fallen,37.03,6945,below_avg,"Science Fiction, Action, Adventure"
2276,2010,The Social Network,37.03,9796,popular,Drama
2277,1978,Piranha,37.02,455,not_popular,"Horror, Comedy"
2278,2010,The Virginity Hit,36.96,58,not_popular,Comedy
2279,2003,S.W.A.T.,36.95,1944,below_avg,"Action, Thriller, Crime"
2280,1994,Leprechaun 2,36.94,212,not_popular,"Comedy, Horror"
2281,2013,The Protector 2,36.94,190,not_popular,Action
2282,2019,21 Bridges,36.93,1486,average,"Crime, Action, Drama"
2283,2008,Tinker Bell,36.92,1097,average,"Animation, Family, Adventure, Fantasy"
2284,1990,Lionheart,36.86,764,below_avg,Action
2285,2014,Batman: Assault on Arkham,36.85,878,popular,"Thriller, Animation, Action, Crime"
2286,2001,Amélie,36.85,9515,popular,"Comedy, Romance"
2288,2014,God's Not Dead,36.82,734,below_avg,Drama
2289,1960,Psycho,36.79,8012,popular,"Horror, Drama, Thriller"
2290,2020,Freaky,36.78,978,average,"Comedy, Fantasy, Horror, Thriller"
2291,2012,The Paperboy,36.77,599,not_popular,"Thriller, Drama, Mystery"
2292,2017,I Believe,36.77,54,average,Family
2293,2021,Danny Boy,36.76,86,average,"Drama, War, TV Movie"
2294,2017,Batman and Harley Quinn,36.74,470,below_avg,"Adventure, Action, Animation, Science Fiction"
2295,2002,Unfaithful,36.74,1152,average,"Thriller, Drama"
2296,2013,Young & Beautiful,36.73,970,below_avg,Drama
2297,2018,Anoko no Toriko,36.71,11,not_popular,"Romance, Comedy"
2298,2000,Charlie's Angels,36.71,3431,not_popular,"Action, Adventure, Comedy, Crime, Thriller"
2299,2012,Frankenweenie,36.7,2638,average,"Animation, Comedy, Family"
2300,2017,47 Meters Down,36.69,2308,not_popular,"Horror, Drama, Thriller, Adventure"
2301,1984,The Karate Kid,36.69,3202,popular,"Action, Family, Drama"
2302,2022,The Black Phone,36.69,5,popular,Horror
2303,1986,Police Academy 3: Back in Training,36.69,923,not_popular,"Comedy, Crime"
2304,2021,JJ+E,36.67,64,not_popular,"Romance, Drama"
2305,2006,Night at the Museum,36.66,8493,average,"Action, Adventure, Comedy, Family, Fantasy"
2306,2004,Man on Fire,36.64,4024,popular,"Action, Drama, Thriller"
2307,2003,Anger Management,36.63,2464,below_avg,Comedy
2308,1999,Deep Blue Sea,36.62,1884,not_popular,"Action, Horror, Science Fiction"
2309,2019,Aquaman: Heroines of Atlantis,36.62,18,popular,Documentary
2310,2016,Garo: Divine Flame,36.61,10,not_popular,"Action, Animation"
2311,2018,12 Strong,36.61,2271,below_avg,"War, Drama, Action, History"
2312,2007,The Bourne Ultimatum,36.59,6322,popular,"Action, Drama, Mystery, Thriller"
2313,2020,The Boy from Medellín,36.59,81,not_popular,"Documentary, Music"
2314,2016,The Moment You Fall in Love,36.59,116,popular,"Drama, Animation, Romance, Comedy"
2315,2007,[REC],36.56,3337,popular,"Horror, Mystery"
2316,2014,Doraemon: New Nobita's Great Demon – Peko and the Exploration Party of Five,36.53,53,average,"Family, Animation, Adventure"
2317,2006,Arthur and the Invisibles,36.53,2412,below_avg,"Adventure, Fantasy, Animation, Family"
2318,2011,A Monster in Paris,36.53,1010,average,"Adventure, Animation, Comedy, Family, Fantasy"
2319,2019,Tokyo Ghoul 'S',36.51,67,average,"Action, Horror, Science Fiction, Fantasy"
2320,2018,The Nutcracker and the Four Realms,36.5,1812,below_avg,"Fantasy, Adventure, Family"
2321,2014,The Grand Budapest Hotel,36.5,12055,popular,"Comedy, Drama"
2322,2018,Upgrade,36.47,3262,popular,"Action, Thriller, Science Fiction"
2323,2010,Step Up 3D,36.47,1647,average,"Drama, Romance"
2324,2021,Impossible Things,36.47,82,popular,"Family, Drama"
2325,2016,Kill Command,36.46,467,not_popular,"Action, Horror, Science Fiction"
2326,2017,Below Her Mouth,36.45,944,average,"Drama, Romance"
2327,2016,A Cinderella Story: If the Shoe Fits,36.43,735,popular,"Comedy, Family, Fantasy, Music"
2328,2005,Kingdom of Heaven,36.43,3228,average,"Drama, Action, Adventure, History, War"
2329,2015,Paul Blart: Mall Cop 2,36.41,1288,not_popular,"Action, Comedy, Family"
2330,2014,Jack Ryan: Shadow Recruit,36.4,2385,below_avg,"Action, Drama, Thriller"
2331,2006,The Departed,36.4,12139,popular,"Drama, Thriller, Crime"
2332,2016,Ben-Hur,36.38,1434,not_popular,"Action, History, Adventure, Drama"
2333,2009,Miss March,36.37,272,not_popular,"Comedy, Romance"
2334,2009,Blood and Bone,36.35,536,popular,"Action, Drama, Thriller"
2335,2011,Gnomeo & Juliet,36.34,1620,not_popular,"Animation, Family"
2336,2015,Everly,36.3,436,not_popular,"Thriller, Action"
2337,2011,The Mechanic,36.3,2549,below_avg,"Action, Thriller, Crime"
2338,1964,Goldfinger,36.3,2750,popular,"Adventure, Action, Thriller"
2339,2018,"Love, Simon",36.3,5287,popular,"Comedy, Drama, Romance"
2340,2017,The Beguiled,36.25,1864,not_popular,Drama
2341,2013,Turbo,36.22,2626,below_avg,"Animation, Family"
2342,2001,Legally Blonde,36.21,3006,average,Comedy
2343,2016,Lights Out,36.21,3226,below_avg,"Horror, Thriller, Mystery"
2344,1990,Back to the Future Part III,36.2,8486,popular,"Adventure, Comedy, Science Fiction"
2345,1982,Poltergeist,36.18,2256,average,Horror
2346,2016,I Am a Hero,36.17,251,popular,"Action, Science Fiction, Fantasy, Horror"
2347,2002,Home Alone 4,36.16,959,not_popular,"Comedy, Family, TV Movie"
2348,2017,Girls Trip,36.15,1311,average,Comedy
2349,2014,Playing It Cool,36.14,632,not_popular,"Comedy, Romance"
2350,2020,The Binding,36.14,188,not_popular,"Horror, Thriller, Drama"
2351,1998,Godzilla,36.13,3085,not_popular,"Science Fiction, Action, Thriller"
2352,2020,Haunting of the Mary Celeste,36.12,28,not_popular,Horror
2353,2020,Lassie Come Home,36.12,80,average,"Adventure, Family"
2354,2001,Lara Croft: Tomb Raider,36.11,5142,not_popular,"Adventure, Fantasy, Action, Thriller"
2355,2015,Avengers Grimm,36.11,89,not_popular,"Action, Fantasy"
2356,1982,E.T. the Extra-Terrestrial,36.1,9309,popular,"Science Fiction, Adventure, Family, Fantasy"
2357,2017,Los perros,36.1,16,not_popular,Drama
2358,2017,Atomic Blonde,36.08,5315,below_avg,"Action, Thriller"
2359,2012,The Dictator,36.07,4735,below_avg,Comedy
2360,2018,Robin Hood,36.07,2453,not_popular,"Adventure, Action, Thriller"
2361,2001,Training Day,36.06,4563,popular,"Action, Crime, Drama, Thriller"
2362,2017,The Lego Ninjago Movie,36.05,780,below_avg,"Family, Animation, Action, Adventure, Comedy"
2363,2009,Baby on Board,36.0,79,not_popular,"Comedy, Romance"
2364,2011,Pixie Hollow Games,35.98,237,average,"Animation, Family"
2365,1992,Basic Instinct,35.98,2889,average,"Thriller, Mystery"
2366,2017,Sniper: Ultimate Kill,35.95,219,below_avg,"Action, Drama, Thriller"
2367,2017,Trinity Seven: Eternity Library & Alchemic Girl,35.94,44,popular,"Animation, Action, Comedy, Fantasy"
2368,2017,Bleeding Steel,35.91,375,not_popular,"Action, Science Fiction, Thriller"
2369,2007,Halloween,35.91,1750,below_avg,Horror
2370,2021,A World For Julius,35.91,29,popular,"Drama, TV Movie"
2371,2015,The DUFF,35.89,3946,average,"Romance, Comedy"
2372,2018,Tremors: A Cold Day in Hell,35.89,298,below_avg,"Action, Adventure, Science Fiction, Fantasy, Comedy, Horror"
2373,2017,Resident Evil: Vendetta,35.89,730,average,"Animation, Horror, Adventure, Mystery, Action, Science Fiction"
2374,2004,The Princess Diaries 2: Royal Engagement,35.89,2712,average,"Comedy, Drama, Family, Romance"
2375,2011,The Skin I Live In,35.87,3422,popular,"Thriller, Drama, Horror"
2376,1987,RoboCop,35.86,3868,popular,"Action, Thriller, Science Fiction"
2377,2013,Curse of Chucky,35.86,1195,not_popular,"Horror, Thriller"
2378,2006,Underworld: Evolution,35.86,3322,average,"Fantasy, Action, Thriller"
2379,2003,Oldboy,35.85,6500,popular,"Drama, Thriller, Mystery, Action"
2380,2006,Cashback,35.84,926,average,"Drama, Comedy, Romance"
2381,2018,"Love, Chunibyo & Other Delusions! Take On Me",35.84,68,popular,"Animation, Comedy, Fantasy"
2383,1984,Once Upon a Time in America,35.82,4053,popular,"Drama, Crime"
2384,2009,Seven Minutes,35.81,8,not_popular,Comedy
2385,2001,Cats & Dogs,35.78,1298,not_popular,"Family, Comedy"
2386,2020,To All the Boys: P.S. I Still Love You,35.78,2158,average,"Romance, Comedy"
2387,2014,Tamako Love Story,35.77,105,average,"Romance, Animation, Comedy"
